wweia_food_category,wweia_food_category_description,matched_wweia_food_category_from_api,fdc_id,food_code,main_food_description,main_food_description_zh,data_type,additional_food_description,Protein (g),Total lipid (fat) (g),"Carbohydrate, by difference (g)",Energy (kcal),"Alcohol, ethyl (g)",Water (g),Caffeine (mg),Theobromine (mg),Total Sugars (g),"Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Magnesium, Mg (mg)","Phosphorus, P (mg)","Potassium, K (mg)","Sodium, Na (mg)","Zinc, Zn (mg)","Copper, Cu (mg)","Selenium, Se (µg)",Retinol (µg),"Vitamin A, RAE (µg)","Carotene, beta (µg)","Carotene, alpha (µg)",Vitamin E (alpha-tocopherol) (mg),Vitamin D (D2 + D3) (µg),"Cryptoxanthin, beta (µg)",Lycopene (µg),Lutein + zeaxanthin (µg),"Vitamin C, total ascorbic acid (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),"Folate, total (µg)",Vitamin B-12 (µg),"Choline, total (mg)",Vitamin K (phylloquinone) (µg),Folic acid (µg),"Folate, food (µg)","Folate, DFE (µg)","Vitamin E, added (mg)","Vitamin B-12, added (µg)",Cholesterol (mg),"Fatty acids, total saturated (g)",SFA 4:0 (g),SFA 6:0 (g),SFA 8:0 (g),SFA 10:0 (g),SFA 12:0 (g),SFA 14:0 (g),SFA 16:0 (g),SFA 18:0 (g),MUFA 18:1 (g),PUFA 18:2 (g),PUFA 18:3 (g),PUFA 20:4 (g),PUFA 22:6 n-3 (DHA) (g),MUFA 16:1 (g),PUFA 18:4 (g),MUFA 20:1 (g),PUFA 20:5 n-3 (EPA) (g),MUFA 22:1 (g),PUFA 22:5 n-3 (DPA) (g),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)"
1602,Cheese,Cheese,2705723,14107030,"Cheese, Mozzarella, part skim",奶酪，Mozzarella，部分 脱脂,Survey (FNDDS),"Mootown Snackers;Stringsters;Chedarella Cheese;string cheese;Sorrento;reduced fat;cheese sticks, NS as to type of cheese;lowfat;County Line;made with 2% milk;Richfood;Poly-O",23.7,20.4,4.44,296.0,0.0,47.7,0.0,0.0,1.81,0.0,693.0,0.2,27.0,533.0,116.0,699.0,3.62,0.035,26.7,203.0,203.0,0.0,0.0,0.51,0.4,0.0,0.0,0.0,0.0,0.023,0.36,0.101,0.09,26.0,1.65,13.5,1.3,0.0,26.0,26.0,0.0,0.0,65.0,11.7,0.396,0.334,0.209,0.509,0.583,1.89,5.39,2.01,4.61,0.731,0.078,0.032,0.0,0.326,0.0,0.038,0.006,0.0,0.012,4.65,0.744
1602,Cheese,Cheese,2705721,14106500,"Cheese, Monterey, reduced fat",奶酪，Monterey，减脂,Survey (FNDDS),"Kraft Light Naturals Monterey Jack Cheese;Pepper Jack cheese, reduced fat;lowfat;made from 2% milk;part skim",28.2,21.6,0.7,313.0,0.0,46.0,0.0,0.0,0.56,0.0,705.0,0.72,27.0,444.0,81.0,781.0,3.0,0.032,14.5,137.0,142.0,55.0,0.0,0.19,0.4,0.0,0.0,0.0,0.0,0.02,0.36,0.09,0.08,18.0,0.83,15.4,1.8,0.0,18.0,18.0,0.0,0.0,65.0,14.0,1.08,0.12,0.24,0.48,0.36,2.04,6.36,2.28,4.56,0.6,0.24,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,5.64,0.84
1602,Cheese,Cheese,2705724,14107040,"Cheese, Mozzarella, reduced sodium",奶酪，Mozzarella，低钠,Survey (FNDDS),Sorrento Reduced Sodium String Cheese;less or lower sodium products,27.5,17.1,3.1,280.0,0.0,49.9,0.0,0.0,1.23,0.0,731.0,0.25,26.0,524.0,95.0,16.0,3.13,0.027,15.7,133.0,137.0,44.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.02,0.34,0.12,0.08,9.0,0.92,18.4,1.8,0.0,9.0,9.0,0.0,0.0,54.0,10.9,0.559,0.11,0.12,0.27,0.18,1.72,5.21,2.08,4.16,0.36,0.15,0.0,0.0,0.469,0.0,0.0,0.0,0.0,0.0,4.84,0.509
1602,Cheese,Cheese,2705710,14104110,"Cheese, Cheddar, reduced fat",奶酪，Cheddar，减脂,Survey (FNDDS),"Kraft natural reduced fat cheese;made from 2% milk;lowfat;part skim;Colby/Colby Jack, reduced fat;Weight Watchers reduced fat cheddar cheese",27.4,20.4,2.67,316.0,0.0,44.3,0.0,0.0,0.26,0.0,761.0,0.12,27.0,520.0,63.0,628.0,4.44,0.043,35.8,142.0,145.0,28.0,0.0,0.48,0.3,1.0,0.0,4.0,0.0,0.021,0.397,0.145,0.084,20.0,1.41,15.4,1.5,0.0,20.0,20.0,0.0,0.0,76.0,12.6,0.439,0.361,0.228,0.563,0.641,2.05,5.76,2.16,4.69,0.743,0.064,0.035,0.0,0.327,0.0,0.04,0.006,0.002,0.01,5.3,0.893
1602,Cheese,Cheese,2705763,14410100,"Cheese, American and Swiss blends",奶酪，American 和 Swiss blends,Survey (FNDDS),,16.8,27.2,7.16,340.0,0.0,42.2,0.0,0.0,4.72,0.0,1060.0,0.74,30.0,642.0,207.0,1430.0,2.37,0.029,18.3,250.0,262.0,137.0,0.0,0.82,6.5,14.0,0.0,38.0,0.0,0.028,0.336,0.132,0.09,13.0,1.48,27.5,3.2,0.0,13.0,13.0,0.0,0.0,87.0,15.6,0.539,0.442,0.286,0.677,0.785,2.49,7.22,2.66,5.95,0.907,0.122,0.037,0.003,0.426,0.006,0.088,0.009,0.002,0.016,6.12,1.08
1602,Cheese,Cheese,2705765,14410120,"Cheese, American, reduced fat",奶酪，American，减脂,Survey (FNDDS),lowfat;part skim;made from 2% milk,17.6,14.1,10.6,240.0,0.0,51.8,0.0,0.0,8.02,0.0,529.0,0.2,33.0,829.0,330.0,1200.0,2.36,0.03,12.4,243.0,250.0,80.0,0.0,0.27,5.3,0.0,0.0,0.0,0.0,0.07,0.48,0.18,0.08,18.0,1.11,36.2,2.6,0.0,18.0,18.0,0.0,0.0,53.0,8.85,0.46,0.27,0.21,0.34,0.42,1.45,3.93,1.61,3.47,0.27,0.15,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,4.13,0.41
1602,Cheese,Cheese,2705767,14410210,"Cheese, American, reduced sodium",奶酪，American，低钠,Survey (FNDDS),less or lower sodium products,22.2,31.2,1.6,376.0,0.0,42.8,0.0,0.0,0.45,0.0,616.0,0.39,22.0,745.0,162.0,7.0,2.99,0.03,12.7,247.0,254.0,81.0,0.0,0.27,0.6,0.0,0.0,0.0,0.0,0.03,0.35,0.07,0.07,8.0,0.7,36.2,2.6,0.0,8.0,8.0,0.0,0.0,94.0,19.7,1.04,0.359,0.379,0.639,0.479,3.2,9.08,3.79,7.5,0.609,0.379,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,8.93,0.988
1602,Cheese,Cheese,2705739,14110010,"Cheese, Cheddar, reduced sodium",奶酪，Cheddar，低钠,Survey (FNDDS),"Colby, reduced sodium;less or lower sodium products",24.4,32.6,1.91,398.0,0.0,39.0,0.0,0.0,0.49,0.0,703.0,0.72,27.0,484.0,112.0,21.0,3.09,0.036,14.5,257.0,264.0,84.0,0.0,0.28,0.6,0.0,0.0,0.0,0.0,0.021,0.375,0.086,0.076,18.0,0.83,15.4,2.7,0.0,18.0,18.0,0.0,0.0,100.0,20.8,1.08,0.546,0.288,0.619,0.558,3.44,10.1,4.13,8.15,0.595,0.376,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,9.19,0.972
1602,Cheese,Cheese,2705727,14107250,"Cheese, Muenster, reduced fat",奶酪，Muenster，减脂,Survey (FNDDS),part skim;lowfat;made with 2% milk,24.7,17.6,3.5,271.0,0.0,50.5,0.0,0.0,3.5,0.0,529.0,0.41,27.0,468.0,134.0,600.0,2.81,0.031,14.5,174.0,175.0,8.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.01,0.36,0.1,0.06,12.0,1.47,15.4,1.5,0.0,12.0,12.0,0.0,0.0,63.0,11.0,0.571,0.337,0.197,0.442,0.494,1.77,4.62,2.14,4.42,0.397,0.257,0.0,0.0,0.394,0.0,0.265,0.0,0.0,0.0,5.09,0.65
1602,Cheese,Cheese,2705728,14108010,"Cheese, Parmesan, dry grated",奶酪，Parmesan，干粉 grated,Survey (FNDDS),"Asiago, aged;Romano, grated",29.9,28.8,8.36,412.0,0.0,26.8,0.0,0.0,0.36,0.0,917.0,0.3,35.0,630.0,129.0,1400.0,4.47,0.041,29.4,230.0,230.0,0.0,0.0,0.38,0.2,0.0,0.0,0.0,0.0,0.031,0.377,0.109,0.052,7.0,1.38,14.8,1.8,0.0,7.0,7.0,0.0,0.0,86.0,16.4,0.56,0.473,0.295,0.706,0.809,2.58,7.78,2.64,5.86,0.922,0.225,0.021,0.0,0.399,0.0,0.113,0.004,0.0,0.008,6.21,0.931
1602,Cheese,Cheese,2705732,14108200,"Cheese, Port du Salut",奶酪，Port du Salut,Survey (FNDDS),,24.9,27.4,2.22,356.0,0.0,41.5,0.0,0.0,2.22,0.0,700.0,0.24,29.0,546.0,121.0,819.0,3.9,0.036,14.5,164.0,165.0,10.0,0.0,0.24,0.5,0.0,0.0,0.0,0.0,0.03,0.334,0.063,0.08,21.0,1.54,15.4,2.3,0.0,21.0,21.0,0.0,0.0,114.0,17.6,0.999,0.64,0.427,0.918,1.21,3.04,6.85,2.92,6.39,0.263,0.394,0.0,0.0,0.889,0.0,0.0,0.0,0.0,0.0,7.75,0.657
1602,Cheese,Cheese,2705734,14108420,"Cheese, provolone, reduced fat",奶酪，provolone，减脂,Survey (FNDDS),lowfat;part skim;made from 2% milk,24.7,17.6,3.5,274.0,0.0,50.6,0.0,0.0,0.55,0.0,756.0,0.52,28.0,496.0,138.0,615.0,3.23,0.026,14.5,137.0,141.0,45.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.019,0.321,0.156,0.073,10.0,1.46,12.9,1.5,0.0,10.0,10.0,0.0,0.0,55.0,11.3,0.65,0.24,0.17,0.32,0.23,1.82,5.4,2.02,4.08,0.33,0.18,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,4.89,0.51
1602,Cheese,Cheese,2705737,14109030,"Cheese, Swiss, reduced fat",奶酪，Swiss，减脂,Survey (FNDDS),lowfat;made from 2% milk;part skim,28.4,5.1,3.4,179.0,0.0,59.6,0.0,0.0,1.33,0.0,961.0,0.17,36.0,605.0,111.0,199.0,3.9,0.027,12.7,39.0,40.0,13.0,0.0,0.07,0.1,0.0,0.0,0.0,0.0,0.02,0.36,0.09,0.08,6.0,1.68,15.4,0.5,0.0,6.0,6.0,0.0,0.0,35.0,3.3,0.204,0.091,0.054,0.115,0.097,0.569,1.45,0.604,1.12,0.115,0.065,0.0,0.0,0.164,0.0,0.0,0.0,0.0,0.0,1.35,0.18
1602,Cheese,Cheese,2705736,14109020,"Cheese, Swiss, reduced sodium",奶酪，Swiss，低钠,Survey (FNDDS),less or lower sodium products,28.4,27.4,3.4,374.0,0.0,37.8,0.0,0.0,1.31,0.0,961.0,0.17,36.0,605.0,111.0,14.0,3.9,0.032,12.5,211.0,216.0,69.0,0.0,0.37,0.5,0.0,0.0,0.0,0.0,0.02,0.37,0.09,0.08,6.0,1.68,15.4,2.4,0.0,6.0,6.0,0.0,0.0,92.0,17.7,1.1,0.489,0.289,0.619,0.519,3.05,7.77,3.24,6.01,0.619,0.349,0.0,0.0,0.878,0.0,0.0,0.0,0.0,0.0,7.26,0.968
1602,Cheese,Cheese,2705725,14107060,"Cheese, Mozzarella, nonfat or fat free",奶酪，Mozzarella，脱脂 或 无脂,Survey (FNDDS),fat free string cheese;fat free cheese sticks,31.7,0.0,3.5,141.0,0.0,60.2,0.0,0.0,1.48,1.8,961.0,0.31,33.0,656.0,106.0,743.0,3.92,0.034,18.9,124.0,127.0,41.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.02,0.3,0.12,0.08,10.0,0.92,15.4,1.6,0.0,10.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,Cheese,Cheese,2705711,14104115,"Cheese, Cheddar, nonfat or fat free",奶酪，Cheddar，脱脂 或 无脂,Survey (FNDDS),Kraft nonfat natural cheese,32.1,0.0,7.14,157.0,0.0,57.0,0.0,0.0,0.0,0.0,893.0,0.0,16.0,484.0,66.0,1000.0,1.82,0.021,14.5,60.0,60.0,4.0,0.0,0.06,0.1,0.0,0.0,0.0,0.0,0.012,0.221,0.051,0.045,11.0,0.49,15.4,0.6,0.0,11.0,11.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,Cheese,Cheese,2705742,14120020,"Cheese, Mexican blend, reduced fat",奶酪，Mexican 混合，减脂,Survey (FNDDS),made from 2% milk;Sargento Mexican 4 Cheese Reduced Fat;part skim;Kraft Mexican Four Cheese made with 2% Milk;lowfat,24.7,19.4,3.41,282.0,0.0,48.2,0.0,0.0,0.56,0.0,1150.0,0.13,35.0,583.0,93.0,776.0,4.3,0.021,15.5,151.0,155.0,50.0,0.0,0.17,0.4,0.0,0.0,0.0,0.0,0.03,0.3,0.06,0.084,20.0,1.66,13.5,1.6,0.0,20.0,20.0,0.0,0.0,62.0,11.6,0.72,0.42,0.24,0.52,0.56,1.88,5.02,2.24,4.47,0.57,0.13,0.03,0.0,0.3,0.0,0.04,0.0,0.0,0.0,5.02,0.75
1602,Cheese,Cheese,2705766,14410130,"Cheese, American, nonfat or fat free",奶酪，American，脱脂 或 无脂,Survey (FNDDS),,21.0,0.0,10.5,126.0,0.0,65.5,0.0,0.0,5.26,0.0,789.0,0.0,115.0,316.0,393.0,1320.0,4.11,0.559,14.6,55.0,56.0,3.0,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.412,0.545,5.56,0.567,9.0,1.85,38.4,0.2,0.0,9.0,9.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,Cheese,Cheese,2705738,14109040,"Cheese, Swiss, nonfat or fat free",奶酪，Swiss，脱脂 或 无脂,Survey (FNDDS),made from skim milk,28.4,0.0,3.4,127.0,0.0,63.6,0.0,0.0,1.33,0.0,961.0,0.17,36.0,605.0,111.0,1000.0,3.9,0.027,12.7,39.0,40.0,13.0,0.0,0.07,0.1,0.0,0.0,0.0,0.0,0.02,0.36,0.09,0.08,6.0,1.68,15.4,0.5,0.0,6.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,Cheese,Cheese,2705743,14131000,"Queso Anejo, aged Mexican cheese",Queso Anejo，aged Mexican 奶酪,Survey (FNDDS),Queso Ranchero Seco,21.4,30.0,4.63,373.0,0.0,38.1,0.0,0.0,4.63,0.0,680.0,0.47,28.0,444.0,87.0,1130.0,2.94,0.008,14.5,64.0,64.0,4.0,0.0,0.26,0.5,0.0,0.0,0.0,0.0,0.02,0.209,0.032,0.047,1.0,1.38,15.4,2.5,0.0,1.0,1.0,0.0,0.0,105.0,19.0,0.907,0.474,0.256,0.557,0.508,3.15,9.34,3.84,7.57,0.552,0.349,0.0,0.0,0.957,0.0,0.0,0.0,0.0,0.0,8.53,0.901
1602,Cheese,Cheese,2705731,14108060,"Cheese, Parmesan, dry grated, fat free",奶酪，Parmesan，干粉 grated，无脂,Survey (FNDDS),Kraft Free Nonfat Grated Topping,40.0,5.0,40.0,370.0,0.0,8.6,0.0,0.0,1.5,0.0,800.0,5.0,40.0,700.0,600.0,1150.0,3.0,0.02,43.3,39.0,40.0,13.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.2,0.1,25.0,1.1,15.4,0.4,0.0,25.0,25.0,0.0,0.0,20.0,3.11,0.162,0.096,0.056,0.126,0.14,0.502,1.3,0.606,1.26,0.113,0.073,0.0,0.0,0.112,0.0,0.076,0.0,0.0,0.0,1.45,0.186
1602,Cheese,Cheese,2705729,14108015,"Cheese, Parmesan, dry grated, reduced fat",奶酪，Parmesan，干粉 grated，减脂,Survey (FNDDS),Kraft Reduced Fat Grated Topping;lowfat;part skim;made with 2% milk,34.8,16.5,26.2,395.0,0.0,15.7,0.0,0.0,0.78,0.0,842.0,2.72,38.0,667.0,392.0,1450.0,3.66,0.03,39.2,134.0,134.0,6.0,0.0,0.28,0.2,0.0,0.0,0.0,0.0,0.038,0.197,0.139,0.09,16.0,1.23,14.8,1.0,0.0,16.0,16.0,0.0,0.0,54.0,9.3,0.335,0.266,0.165,0.39,0.442,1.45,4.35,1.64,3.85,0.642,0.09,0.021,0.0,0.239,0.0,0.063,0.004,0.0,0.008,3.92,0.693
1602,Cheese,Cheese,2705744,14131500,Queso Asadero,Queso Asadero,Survey (FNDDS),Oaxacan-style string cheese,22.1,22.1,2.4,297.0,0.0,49.8,0.0,0.0,0.0,0.0,532.0,0.0,22.0,380.0,81.0,734.0,3.51,0.0,14.5,135.0,135.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.021,0.223,0.181,0.053,8.0,1.0,15.4,2.4,0.0,8.0,8.0,0.0,0.0,66.0,12.7,0.855,0.447,0.241,0.525,0.626,1.95,6.25,2.01,7.14,0.59,0.329,0.0,0.0,0.902,0.0,0.0,0.0,0.0,0.0,4.74,0.85
1602,Cheese,Cheese,2705817,14660200,"Mozzarella sticks, breaded, baked, or fried",Mozzarella 条，裹面包屑，烘烤，或 油炸,Survey (FNDDS),fried cheese served in a restaurant;fried mozzarella;any cheese;Banquet;mozzarella en carossa,14.8,18.3,25.1,325.0,0.0,38.4,0.0,0.0,2.36,2.0,334.0,0.62,21.0,318.0,108.0,861.0,2.07,0.066,18.9,97.0,99.0,25.0,0.0,0.77,0.2,2.0,0.0,43.0,0.0,0.103,0.261,0.781,0.074,26.0,0.96,9.9,22.9,14.0,12.0,36.0,0.0,0.0,36.0,6.85,0.181,0.146,0.097,0.234,0.271,0.872,3.35,1.45,3.98,4.35,0.575,0.023,0.0,0.162,0.002,0.076,0.004,0.001,0.006,4.33,4.98
1602,Cheese,Cheese,2705745,14133000,Queso Fresco,Queso Fresco,Survey (FNDDS),"Queso Ranchero;Mexican cheese, NFS",18.9,23.4,2.96,298.0,0.0,51.4,0.0,0.0,2.32,0.0,602.0,0.0,28.0,390.0,126.0,626.0,2.91,0.0,19.3,152.0,152.0,0.0,0.0,0.37,0.0,0.0,0.0,3.0,0.0,0.042,0.173,0.027,0.076,7.0,1.68,12.5,1.0,0.0,7.0,7.0,0.0,0.0,76.0,14.0,0.486,0.387,0.244,0.569,0.748,2.26,6.64,2.13,5.3,0.595,0.108,0.035,0.003,0.408,0.006,0.038,0.008,0.003,0.015,4.96,1.11
1602,Cheese,Cheese,2705746,14134000,Queso cotija,Queso cotija,Survey (FNDDS),,23.8,27.2,2.72,351.0,0.0,40.0,0.0,0.0,0.0,0.0,700.0,0.0,30.0,486.0,117.0,1620.0,3.6,0.0,17.7,166.0,166.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.029,0.486,0.114,0.049,10.0,2.26,15.4,1.9,0.0,10.0,10.0,0.0,0.0,89.0,15.9,1.58,0.592,0.055,0.544,0.836,2.57,7.39,2.62,7.63,0.714,0.199,0.0,0.0,0.521,0.0,0.185,0.0,0.0,0.0,5.93,1.19
1604,Cottage/ricotta cheese,Cottage/ricotta cheese,2705750,14201500,"Cheese, Ricotta",奶酪，Ricotta,Survey (FNDDS),,9.6,9.46,6.0,148.0,0.0,73.7,0.0,0.0,0.29,0.0,248.0,0.27,18.0,172.0,178.0,102.0,0.95,0.017,11.1,116.0,117.0,10.0,0.0,0.17,0.2,0.0,0.0,0.0,0.0,0.032,0.256,0.123,0.06,8.0,0.54,16.9,0.6,0.0,8.0,8.0,0.0,0.0,40.0,5.95,0.252,0.132,0.099,0.228,0.232,0.979,2.9,0.943,2.2,0.283,0.056,0.008,0.0,0.247,0.0,0.01,0.002,0.001,0.004,2.44,0.324
1604,Cottage/ricotta cheese,Cottage/ricotta cheese,2705751,14202010,"Cheese, cottage, with fruit",奶酪，cottage，含水果,Survey (FNDDS),"creamed or uncreamed;cottage cheese salad, NFS;large or small curd",9.41,1.96,4.94,74.0,0.0,82.6,0.0,0.0,4.61,0.2,88.0,0.15,9.0,127.0,116.0,273.0,0.53,0.036,12.5,59.0,61.0,19.0,0.0,0.13,0.0,7.0,0.0,11.0,0.3,0.019,0.201,0.131,0.056,9.0,0.36,14.4,0.4,0.0,9.0,9.0,0.0,0.0,10.0,1.07,0.034,0.03,0.022,0.052,0.053,0.171,0.484,0.194,0.401,0.063,0.006,0.003,0.0,0.025,0.0,0.003,0.001,0.0,0.001,0.4,0.064
1604,Cottage/ricotta cheese,Cottage/ricotta cheese,2705749,14201200,"Cottage cheese, farmer's",农家奶酪，farmer's,Survey (FNDDS),pressed cheese,11.0,9.73,4.33,148.0,0.0,73.6,0.0,0.0,2.52,0.0,83.0,0.0,8.0,145.0,117.0,330.0,0.42,0.0,9.1,82.0,82.0,11.0,0.0,0.24,0.1,0.0,0.0,0.0,0.0,0.049,0.154,0.13,0.044,11.0,0.62,18.6,0.5,0.0,11.0,11.0,0.0,0.0,32.0,6.03,0.289,0.134,0.086,0.205,0.29,0.978,2.67,1.06,2.12,0.221,0.1,0.0,0.0,0.173,0.0,0.0,0.0,0.0,0.0,2.52,0.329
1604,Cottage/ricotta cheese,Cottage/ricotta cheese,2705747,14200100,"Cheese, cottage, NFS",奶酪，cottage，未特别说明,Survey (FNDDS),,11.0,2.3,4.31,82.0,0.0,81.1,0.0,0.0,4.1,0.0,103.0,0.13,9.0,148.0,120.0,321.0,0.61,0.03,14.6,69.0,69.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.234,0.09,0.057,10.0,0.42,16.3,0.0,0.0,10.0,10.0,0.0,0.0,12.0,1.26,0.04,0.035,0.026,0.061,0.062,0.201,0.568,0.228,0.47,0.071,0.007,0.003,0.0,0.029,0.0,0.003,0.001,0.0,0.001,0.469,0.072
1604,Cottage/ricotta cheese,Cottage/ricotta cheese,2705752,14202020,"Cheese, cottage, with vegetables",奶酪，cottage，含蔬菜,Survey (FNDDS),,9.78,1.98,5.63,79.0,0.0,81.4,0.0,0.0,3.95,0.7,91.0,0.23,11.0,133.0,127.0,278.0,0.59,0.038,12.5,59.0,91.0,312.0,145.0,0.12,0.0,0.0,0.0,96.0,0.5,0.028,0.217,0.204,0.06,11.0,0.36,17.5,3.5,0.0,11.0,11.0,0.0,0.0,10.0,1.08,0.034,0.03,0.022,0.052,0.053,0.171,0.487,0.194,0.401,0.068,0.009,0.003,0.0,0.025,0.0,0.003,0.001,0.0,0.001,0.4,0.072
1604,Cottage/ricotta cheese,Cottage/ricotta cheese,2705778,14610200,"Cheese, cottage cheese, with gelatin dessert",奶酪，农家奶酪，含 明胶甜点 甜点,Survey (FNDDS),Jell-O,6.82,2.27,9.03,83.0,0.0,81.0,0.0,0.0,7.66,0.0,49.0,0.01,5.0,93.0,67.0,223.0,0.25,0.011,5.7,19.0,19.0,0.0,0.0,0.04,0.1,0.0,0.0,0.0,0.0,0.028,0.091,0.075,0.025,7.0,0.36,10.1,0.0,0.0,7.0,7.0,0.0,0.0,10.0,1.4,0.059,0.013,0.012,0.034,0.073,0.228,0.662,0.206,0.384,0.052,0.009,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.493,0.066
1604,Cottage/ricotta cheese,Cottage/ricotta cheese,2705753,14203010,"Cheese, cottage, dry curd",奶酪，cottage，干粉 curd,Survey (FNDDS),baker's;Quark Nonfat Soft Spreadable Cheese;pot;dutch;skim,10.3,0.29,6.66,72.0,0.0,81.0,0.0,0.0,1.85,0.0,86.0,0.15,11.0,190.0,137.0,372.0,0.47,0.03,9.4,2.0,2.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.023,0.226,0.144,0.016,9.0,0.46,17.9,0.0,0.0,9.0,9.0,0.0,0.0,7.0,0.169,0.007,0.002,0.005,0.009,0.006,0.02,0.07,0.05,0.067,0.003,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.079,0.003
1604,Cottage/ricotta cheese,Cottage/ricotta cheese,2705756,14204010,"Cheese, cottage, low fat",奶酪，cottage，低脂,Survey (FNDDS),1-2% fat,11.0,2.3,4.31,82.0,0.0,81.1,0.0,0.0,4.1,0.0,103.0,0.13,9.0,148.0,120.0,321.0,0.61,0.03,14.6,69.0,69.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.234,0.09,0.057,10.0,0.42,16.3,0.0,0.0,10.0,10.0,0.0,0.0,12.0,1.26,0.04,0.035,0.026,0.061,0.062,0.201,0.568,0.228,0.47,0.071,0.007,0.003,0.0,0.029,0.0,0.003,0.001,0.0,0.001,0.469,0.072
1604,Cottage/ricotta cheese,Cottage/ricotta cheese,2705757,14204020,"Cheese, cottage, lowfat, with fruit",奶酪，cottage，lowfat，含水果,Survey (FNDDS),,7.3,1.57,10.3,85.0,0.0,79.9,0.0,0.0,9.31,0.3,71.0,0.1,10.0,98.0,122.0,209.0,0.43,0.05,9.5,45.0,46.0,11.0,0.0,0.06,0.0,0.0,0.0,0.0,18.8,0.033,0.163,0.131,0.072,12.0,0.27,12.4,0.2,0.0,12.0,12.0,0.0,0.0,8.0,0.822,0.026,0.023,0.017,0.04,0.04,0.131,0.371,0.149,0.309,0.054,0.01,0.002,0.0,0.019,0.0,0.002,0.001,0.0,0.001,0.309,0.06
1604,Cottage/ricotta cheese,Cottage/ricotta cheese,2705754,14203020,"Cheese, cottage, salted, dry curd",奶酪，cottage，加盐，干粉 curd,Survey (FNDDS),Light N Lively Free Nonfat Cottage Cheese;Friendship Nonfat Cottage Cheese;nonfat cottage cheese,10.2,0.29,6.59,71.0,0.0,80.2,0.0,0.0,1.83,0.0,86.0,0.15,11.0,188.0,136.0,755.0,0.46,0.03,9.3,2.0,2.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.023,0.224,0.143,0.016,9.0,0.46,17.7,0.0,0.0,9.0,9.0,0.0,0.0,7.0,0.167,0.007,0.002,0.005,0.009,0.006,0.02,0.069,0.05,0.066,0.003,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.078,0.003
1604,Cottage/ricotta cheese,Cottage/ricotta cheese,2705779,14610210,"Cheese, cottage cheese, with gelatin dessert and fruit",奶酪，农家奶酪，含 明胶甜点 甜点 和 水果,Survey (FNDDS),Jell-O,5.32,1.74,9.91,75.0,0.0,82.3,0.0,0.0,8.52,0.4,39.0,0.1,7.0,74.0,85.0,170.0,0.22,0.034,4.5,15.0,19.0,46.0,0.0,0.18,0.0,17.0,0.0,27.0,0.8,0.027,0.073,0.188,0.038,6.0,0.27,9.0,0.9,0.0,6.0,6.0,0.0,0.0,7.0,1.06,0.044,0.01,0.009,0.026,0.055,0.173,0.503,0.157,0.294,0.046,0.008,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.377,0.057
